Gss year for this respondent                       ,Respondent income in constant dollars,Happiness of marriage,General happiness,Any opp. race in neighborhood,Political party affiliation,Number of persons in household,Race of respondent,"Highest year school completed, spouse",Highest year of school completed,Number of children,Number of brothers and sisters,Spouse labor force status,Marital status,Number of hours worked last week,Respondent id number,Ballot used for interview
2016,15427.5,Very happy,Very happy,No,Not str republican,3,White,14,15,1,3,Working fulltime,Married,Not applicable,1517,Ballot c
2016,0,Not applicable,Pretty happy,No,Not str democrat,1,White,Not applicable,12,3,2,Not applicable,Widowed,Not applicable,1518,Ballot b
2016,11797.5,Not applicable,Pretty happy,Yes,Strong republican,2,White,Not applicable,15,0,2,Not applicable,Never married,40,1519,Ballot a
2016,0,Very happy,Not too happy,Yes,Independent,2,White,12,0,3,3,Retired,Married,Not applicable,1520,Ballot c
2016,0,Very happy,Very happy,Yes,Independent,2,White,16,13,2,6,Retired,Married,Not applicable,1521,Ballot b
2016,0,Not applicable,Not too happy,Yes,"Ind,near dem",1,White,Not applicable,12,0,6,Not applicable,Never married,Not applicable,1522,Ballot c
2016,49005,Pretty happy,Pretty happy,Yes,Not str republican,3,White,14,16,2,3,Working fulltime,Married,60,1523,Ballot a
2016,0,Not applicable,Pretty happy,Yes,"Ind,near dem",1,White,Not applicable,14,4,7,Not applicable,Divorced,Not applicable,1524,Ballot b
2016,0,Not applicable,Not too happy,Yes,Not str democrat,1,White,Not applicable,8,2,6,Not applicable,Never married,Not applicable,1525,Ballot a
2016,0,Not applicable,Pretty happy,Yes,Not str republican,1,White,Not applicable,12,2,0,Not applicable,Divorced,Not applicable,1526,Ballot c
2016,0,Not applicable,Not too happy,Don't know,"Ind,near dem",1,White,Not applicable,16,1,1,Not applicable,Divorced,Not applicable,1527,Ballot b
2016,0,Not applicable,Not too happy,No,Strong democrat,1,White,Not applicable,16,0,2,Not applicable,Never married,Not applicable,1528,Ballot b
2016,363,Not applicable,Pretty happy,No,Strong democrat,1,White,Not applicable,12,6,1,Not applicable,Divorced,Not applicable,1529,Ballot a
2016,49005,Not applicable,Very happy,Yes,"Ind,near rep",2,White,Not applicable,20,0,3,Not applicable,Never married,60,1530,Ballot c
2016,189211.4558,Pretty happy,Pretty happy,Yes,"Ind,near dem",2,White,18,18,2,8,Working fulltime,Married,40,1531,Ballot a
2016,0,Not applicable,Pretty happy,No,"Ind,near rep",1,White,Not applicable,14,3,5,Not applicable,Separated,Not applicable,1532,Ballot c
2016,15427.5,Not applicable,Pretty happy,Yes,Not str democrat,4,White,Not applicable,20,0,0,Not applicable,Divorced,43,1533,Ballot b
2016,0,Very happy,Pretty happy,No,Not str democrat,2,White,16,18,0,2,Working fulltime,Married,Not applicable,1534,Ballot b
2016,3267,Pretty happy,Pretty happy,No,"Ind,near dem",2,White,13,12,2,4,Working parttime,Married,Not applicable,1535,Ballot b
2016,49005,Not applicable,Pretty happy,Yes,"Ind,near dem",1,White,Not applicable,18,2,11,Not applicable,Never married,35,1536,Ballot a
2016,27225,Not applicable,Not too happy,Yes,Strong democrat,1,White,Not applicable,19,0,2,Not applicable,Never married,35,1537,Ballot c
2016,116160,Not applicable,Pretty happy,No,Not str republican,2,White,Not applicable,16,2,4,Not applicable,Divorced,40,1538,Ballot b
2016,0,Not applicable,Pretty happy,Don't know,Strong republican,1,White,Not applicable,14,3,1,Not applicable,Widowed,Not applicable,1539,Ballot a
2016,13612.5,Not applicable,Not too happy,Yes,Not str republican,2,Black,Not applicable,13,0,1,Not applicable,Never married,Not applicable,1540,Ballot c
2016,0,Not applicable,Not too happy,Yes,"Ind,near rep",3,White,Not applicable,11,2,0,Not applicable,Divorced,38,1541,Ballot b
2016,13612.5,Not applicable,Very happy,No,Strong democrat,1,White,Not applicable,13,2,1,Not applicable,Widowed,27,1542,Ballot c
2016,0,Not applicable,Pretty happy,Yes,"Ind,near dem",2,White,Not applicable,12,1,5,Not applicable,Never married,Not applicable,1543,Ballot b
2016,4719,Not applicable,Pretty happy,Yes,Not str democrat,2,White,Not applicable,15,0,0,Not applicable,Never married,Not applicable,1544,Ballot a
2016,0,Not applicable,Not too happy,Yes,"Ind,near rep",5,White,Not applicable,8,2,6,Not applicable,Never married,89,1545,Ballot b
2016,2541,Not applicable,Very happy,Yes,Strong democrat,2,White,Not applicable,18,2,1,Not applicable,Divorced,Not applicable,1546,Ballot a
2016,6534,Not applicable,Pretty happy,Yes,Strong democrat,4,Other,Not applicable,11,3,7,Not applicable,Divorced,20,1547,Ballot c
2016,363,Not applicable,Not too happy,Yes,Independent,3,Other,Not applicable,12,3,2,Not applicable,Separated,4,1548,Ballot b
2016,32670,Very happy,Very happy,Yes,"Ind,near dem",2,White,16,16,0,1,Working parttime,Married,39,1549,Ballot c
2016,0,Not applicable,Not too happy,Yes,Strong democrat,1,White,Not applicable,12,1,1,Not applicable,Divorced,Not applicable,1550,Ballot b
2016,0,Not applicable,Pretty happy,Yes,"Ind,near dem",5,Other,Not applicable,17,4,3,Not applicable,Separated,Not applicable,1551,Ballot b
2016,23595,Not too happy,Pretty happy,Yes,"Ind,near dem",3,White,20,16,1,2,Working fulltime,Married,89,1552,Ballot b
2016,9982.5,Not applicable,Pretty happy,Yes,Independent,2,White,Not applicable,14,0,1,Not applicable,Never married,45,1553,Ballot a
2016,0,Not applicable,Not too happy,Yes,Not str democrat,3,White,Not applicable,14,1,5,Not applicable,Never married,34,1554,Ballot c
2016,8167.5,Not applicable,Pretty happy,Don't know,"Ind,near rep",2,White,Not applicable,12,0,9,Not applicable,Never married,40,1555,Ballot b
2016,4719,Not applicable,Pretty happy,Yes,Independent,3,White,Not applicable,12,1,4,Not applicable,Never married,48,1556,Ballot a
2016,5445,Not applicable,Not too happy,Yes,"Ind,near dem",1,White,Not applicable,12,0,1,Not applicable,Divorced,17,1557,Ballot c
2016,0,Pretty happy,Pretty happy,Yes,Not str republican,2,White,12,12,3,4,Retired,Married,Not applicable,1558,Ballot b
2016,0,Very happy,No answer,No answer,No answer,2,White,No answer,No answer,2,7,Working fulltime,Married,40,1559,Ballot c
2016,49005,Not applicable,Pretty happy,No,Not str republican,2,White,Not applicable,16,3,7,Not applicable,Divorced,40,1560,Ballot a
2016,0,Not applicable,Pretty happy,Yes,Not str democrat,1,White,Not applicable,16,0,1,Not applicable,Never married,Not applicable,1561,Ballot c
2016,3993,Not applicable,Not too happy,Yes,Not str republican,1,White,Not applicable,16,5,3,Not applicable,Widowed,16,1562,Ballot a
2016,0,Not applicable,Pretty happy,Yes,Not str republican,1,White,Not applicable,12,2,1,Not applicable,Widowed,Not applicable,1563,Ballot c
2016,3267,Not applicable,Pretty happy,Yes,"Ind,near rep",4,White,Not applicable,13,0,2,Not applicable,Never married,Not applicable,1564,Ballot b
2016,49005,Pretty happy,Pretty happy,Yes,Strong republican,2,White,18,12,2,2,"Unempl, laid off",Married,54,1565,Ballot a
2016,0,Not applicable,Pretty happy,No,Not str republican,2,White,Not applicable,14,0,0,Not applicable,Never married,Not applicable,1566,Ballot c
2016,0,Not applicable,Pretty happy,Yes,Strong democrat,1,White,Not applicable,11,4,3,Not applicable,Divorced,Not applicable,1567,Ballot a
2016,59895,Not applicable,Pretty happy,Don't know,Not str democrat,1,White,Not applicable,18,1,5,Not applicable,Widowed,40,1568,Ballot c
2016,0,Not applicable,Very happy,Yes,Independent,2,White,Not applicable,20,2,1,Not applicable,Divorced,Not applicable,1569,Ballot a
2016,363,Not applicable,Pretty happy,Yes,Other party,1,White,Not applicable,19,1,1,Not applicable,Widowed,15,1570,Ballot c
2016,49005,Pretty happy,Pretty happy,Yes,Strong democrat,2,White,16,16,2,4,School,Married,50,1571,Ballot b
2016,59895,Very happy,Pretty happy,Yes,Strong democrat,3,White,15,16,1,5,Working fulltime,Married,40,1572,Ballot a
2016,72600,Very happy,Very happy,Yes,Strong democrat,3,White,18,18,1,3,Working parttime,Married,40,1573,Ballot c
2016,32670,Not applicable,Very happy,Yes,"Ind,near dem",3,White,Not applicable,13,2,6,Not applicable,Divorced,48,1574,Ballot c
2016,49005,Not applicable,Pretty happy,Yes,"Ind,near dem",1,White,Not applicable,18,0,1,Not applicable,Never married,45,1575,Ballot a
2016,39930,Very happy,Pretty happy,Yes,"Ind,near dem",2,White,20,16,0,1,Working fulltime,Married,Not applicable,1576,Ballot c
2016,0,Very happy,Pretty happy,Yes,Independent,5,White,12,11,4,5,Working fulltime,Married,Not applicable,1577,Ballot c
2016,0,Not applicable,Not too happy,Yes,"Ind,near dem",1,White,Not applicable,9,2,3,Not applicable,Widowed,Not applicable,1578,Ballot b
2016,3993,Very happy,Not too happy,Yes,Not str democrat,2,Black,12,10,3,4,Keeping house,Married,Not applicable,1579,Ballot c
2016,13612.5,Not applicable,Pretty happy,Yes,Independent,1,White,Not applicable,10,2,6,Not applicable,Divorced,Not applicable,1580,Ballot a
2016,27225,Not applicable,Pretty happy,No,Independent,1,White,Not applicable,12,3,3,Not applicable,Separated,68,1581,Ballot a
2016,0,Very happy,Pretty happy,Yes,Strong democrat,2,White,12,18,4,6,Retired,Married,Not applicable,1582,Ballot a
2016,9982.5,Not applicable,Pretty happy,Yes,Strong democrat,3,White,Not applicable,14,0,14,Not applicable,Never married,37,1583,Ballot c
2016,0,Pretty happy,Pretty happy,Don't know,Strong democrat,4,Black,Don't know,16,3,6,Working parttime,Married,Not applicable,1584,Ballot b
2016,39930,Not applicable,Pretty happy,Yes,Not str republican,1,White,Not applicable,13,0,4,Not applicable,Never married,85,1585,Ballot a
2016,0,Not applicable,Not too happy,Yes,Strong democrat,2,Other,Not applicable,9,0,8,Not applicable,Never married,Not applicable,1586,Ballot b
2016,15427.5,Very happy,Not too happy,Don't know,Not str democrat,5,Black,18,14,2,10,Working fulltime,Married,40,1587,Ballot c
2016,11797.5,Not applicable,Pretty happy,No,"Ind,near dem",1,White,Not applicable,18,0,2,Not applicable,Never married,18,1588,Ballot c
2016,23595,Not applicable,Pretty happy,Yes,"Ind,near dem",1,White,Not applicable,14,0,1,Not applicable,Never married,50,1589,Ballot b
2016,23595,Very happy,Very happy,Yes,Other party,2,White,14,14,7,7,Working parttime,Married,25,1590,Ballot a
2016,27225,Pretty happy,Pretty happy,Yes,Not str democrat,2,White,12,12,1,1,Working parttime,Married,Not applicable,1591,Ballot c
2016,0,Not applicable,Pretty happy,No,"Ind,near rep",2,White,Not applicable,13,1,3,Not applicable,Never married,Not applicable,1592,Ballot b
2016,32670,Not applicable,Very happy,Yes,Not str republican,1,White,Not applicable,16,2,1,Not applicable,Divorced,Not applicable,1593,Ballot a
2016,32670,Very happy,Pretty happy,No,Not str republican,3,White,13,14,1,2,Working fulltime,Married,40,1594,Ballot c
2016,0,Pretty happy,Pretty happy,No,Independent,3,White,14,16,1,2,Working fulltime,Married,40,1595,Ballot c
2016,59895,Very happy,Pretty happy,Yes,Not str democrat,3,White,16,20,2,2,Working fulltime,Married,48,1596,Ballot c
2016,0,Not applicable,Not too happy,Yes,Strong democrat,1,White,Not applicable,12,2,11,Not applicable,Widowed,Not applicable,1597,Ballot c
2016,0,Not applicable,Pretty happy,Yes,Not str republican,1,White,Not applicable,12,3,2,Not applicable,Widowed,Not applicable,1598,Ballot a
2016,0,Not applicable,Pretty happy,No,"Ind,near rep",1,White,Not applicable,14,2,1,Not applicable,Divorced,50,1599,Ballot c
2016,49005,Very happy,Very happy,Yes,"Ind,near rep",2,White,15,13,3,3,School,Married,40,1600,Ballot a
2016,0,Very happy,Very happy,No,Independent,2,White,14,12,2,2,Retired,Married,Not applicable,1601,Ballot c
2016,0,Pretty happy,Pretty happy,Don't know,"Ind,near rep",5,White,14,13,3,2,Working fulltime,Married,32,1602,Ballot b
2016,23595,Not applicable,Very happy,Yes,Not str democrat,1,White,Not applicable,12,2,4,Not applicable,Divorced,40,1603,Ballot c
2016,0,Not applicable,Pretty happy,Yes,Not str republican,3,White,Not applicable,14,1,3,Not applicable,Never married,Not applicable,1604,Ballot a
2016,1452,Not applicable,Pretty happy,Yes,Not str republican,2,Black,Not applicable,12,2,9,Not applicable,Never married,32,1605,Ballot c
2016,0,Not applicable,Not too happy,Yes,Strong democrat,2,White,Not applicable,14,0,13,Not applicable,Divorced,Not applicable,1606,Ballot c
2016,8167.5,Not applicable,Pretty happy,Yes,Strong democrat,4,Black,Not applicable,13,3,10,Not applicable,Divorced,40,1607,Ballot b
2016,0,Not applicable,Not too happy,Yes,Strong democrat,1,Other,Not applicable,10,1,5,Not applicable,Divorced,Not applicable,1608,Ballot c
2016,0,Not applicable,Not too happy,Yes,Not str democrat,1,White,Not applicable,7,3,12,Not applicable,Never married,Not applicable,1609,Ballot c
2016,8167.5,Very happy,Very happy,Yes,Independent,5,Other,0,12,3,3,Keeping house,Married,Not applicable,1610,Ballot b
2016,0,Not applicable,Pretty happy,Yes,Independent,1,White,Not applicable,12,3,5,Not applicable,Divorced,50,1611,Ballot b
2016,32670,Not applicable,Pretty happy,Yes,Strong democrat,3,White,Not applicable,14,2,4,Not applicable,Divorced,40,1612,Ballot c
2016,0,Not applicable,Very happy,Yes,Independent,1,White,Not applicable,12,0,1,Not applicable,Never married,62,1613,Ballot a
2016,0,Pretty happy,Pretty happy,Yes,Strong republican,2,White,13,14,2,2,Working fulltime,Married,50,1614,Ballot b
2016,9982.5,Not applicable,Pretty happy,No,Not str democrat,2,White,Not applicable,12,1,4,Not applicable,Divorced,16,1615,Ballot c
2016,0,Not applicable,Pretty happy,Yes,Strong democrat,1,White,Not applicable,12,3,3,Not applicable,Widowed,Not applicable,1616,Ballot b
2016,39930,Not too happy,Pretty happy,Yes,Strong democrat,3,White,14,14,1,2,Working fulltime,Married,40,1617,Ballot c
2016,49005,Not applicable,Very happy,Yes,Not str democrat,1,Black,Not applicable,17,0,4,Not applicable,Divorced,35,1618,Ballot b
2016,17242.5,Not applicable,Pretty happy,Yes,Independent,2,Black,Not applicable,14,0,6,Not applicable,Never married,Not applicable,1619,Ballot b
2016,13612.5,Pretty happy,Pretty happy,Yes,Not str republican,2,White,13,16,2,2,Working fulltime,Married,40,1620,Ballot c
2016,0,Not applicable,Pretty happy,Yes,"Ind,near dem",1,White,Not applicable,16,0,1,Not applicable,Never married,40,1621,Ballot b
2016,19965,Not applicable,Very happy,Yes,Strong democrat,1,White,Not applicable,12,2,1,Not applicable,Widowed,60,1622,Ballot c
2016,0,Very happy,Very happy,Yes,"Ind,near rep",4,White,18,10,3,4,Working fulltime,Married,Not applicable,1623,Ballot b
2016,0,Very happy,Very happy,No,Not str democrat,2,White,12,12,3,3,Keeping house,Married,Not applicable,1624,Ballot a
2016,0,Not applicable,Pretty happy,No,Not str republican,1,White,Not applicable,16,2,6,Not applicable,Divorced,20,1625,Ballot c
2016,0,Very happy,Very happy,No,Strong republican,2,White,14,16,0,1,Working fulltime,Married,Not applicable,1626,Ballot c
2016,0,Very happy,Very happy,No,Not str democrat,2,White,18,12,5,6,Working fulltime,Married,Not applicable,1627,Ballot c
2016,2541,Not applicable,Very happy,No,Strong democrat,3,White,Not applicable,13,0,3,Not applicable,Never married,20,1628,Ballot b
2016,1452,Not applicable,Pretty happy,No,Independent,3,White,Not applicable,11,0,2,Not applicable,Never married,Not applicable,1629,Ballot b
2016,17242.5,Not applicable,Pretty happy,Yes,Not str democrat,2,Black,Not applicable,12,0,3,Not applicable,Never married,40,1630,Ballot a
2016,0,Very happy,Pretty happy,Yes,Strong democrat,9,White,12,12,4,3,Working parttime,Married,Not applicable,1631,Ballot a
2016,59895,Not applicable,Not too happy,Yes,"Ind,near dem",4,Black,Not applicable,12,5,1,Not applicable,Divorced,80,1632,Ballot c
2016,0,Pretty happy,Pretty happy,Yes,Not str democrat,2,White,12,12,4,0,Retired,Married,Not applicable,1633,Ballot b
2016,0,Not applicable,Pretty happy,Yes,Not str republican,1,White,Not applicable,13,0,2,Not applicable,Never married,Not applicable,1634,Ballot c
2016,5445,Not applicable,Pretty happy,Yes,"Ind,near rep",3,White,Not applicable,14,2,2,Not applicable,Divorced,50,1635,Ballot b
2016,0,Not applicable,Pretty happy,Yes,Strong republican,1,White,Not applicable,8,2,3,Not applicable,Divorced,Not applicable,1636,Ballot b
2016,32670,Not applicable,Pretty happy,Yes,Not str republican,2,White,Not applicable,18,1,2,Not applicable,Divorced,47,1637,Ballot b
2016,0,Not applicable,Very happy,Don't know,"Ind,near rep",2,White,Not applicable,12,0,2,Not applicable,Never married,Not applicable,1638,Ballot a
2016,0,Not applicable,Pretty happy,Yes,Independent,1,White,Not applicable,8,3,4,Not applicable,Widowed,Not applicable,1639,Ballot c
2016,32670,Pretty happy,Pretty happy,Yes,Independent,3,White,12,12,1,1,Working fulltime,Married,56,1640,Ballot b
2016,0,Very happy,Pretty happy,No,Other party,2,White,12,8,2,6,Retired,Married,Not applicable,1641,Ballot c
2016,39930,Very happy,Very happy,No,"Ind,near dem",2,White,12,11,2,18,Working fulltime,Married,40,1642,Ballot b
2016,0,Very happy,Very happy,Yes,Strong republican,2,White,15,16,2,2,Retired,Married,Not applicable,1643,Ballot a
2016,27225,Not applicable,Very happy,Yes,Independent,3,White,Not applicable,15,1,2,Not applicable,Never married,43,1644,Ballot a
2016,11797.5,Pretty happy,Pretty happy,Yes,Independent,2,White,12,14,2,7,Working parttime,Married,30,1645,Ballot b
2016,0,Very happy,Pretty happy,Yes,"Ind,near rep",2,White,14,19,3,2,Retired,Married,Not applicable,1646,Ballot b
2016,0,Very happy,Very happy,Yes,Independent,2,White,12,12,3,1,Working parttime,Married,Not applicable,1647,Ballot a
2016,0,Not applicable,Not too happy,Yes,Not str democrat,1,White,Not applicable,12,2,2,Not applicable,Divorced,Not applicable,1648,Ballot c
2016,0,Very happy,Pretty happy,Yes,Strong republican,2,White,14,13,3,4,Retired,Married,Not applicable,1649,Ballot a
2016,0,Pretty happy,Pretty happy,No,"Ind,near dem",2,White,14,12,2,2,Retired,Married,Not applicable,1650,Ballot a
2016,8167.5,Very happy,Very happy,Yes,Strong democrat,2,White,10,9,3,7,Retired,Married,20,1651,Ballot c
2016,0,Not applicable,Not too happy,Yes,"Ind,near dem",1,White,Not applicable,12,2,3,Not applicable,Widowed,Not applicable,1652,Ballot b
2016,0,Very happy,Pretty happy,Yes,Not str republican,2,White,12,12,3,3,Working fulltime,Married,Not applicable,1653,Ballot c
2016,8167.5,Very happy,Pretty happy,No,"Ind,near rep",3,White,12,12,5,3,Working parttime,Married,20,1654,Ballot a
